STUDY_ID	SAMPLE_ID	MYC	PHB
coadread_dfci_2016	coadread_dfci_2016_2389	NA	NA
coadread_dfci_2016	coadread_dfci_2016_374	NA	NA
coadread_dfci_2016	coadread_dfci_2016_360138	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2935	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2768	NA	NA
coadread_dfci_2016	coadread_dfci_2016_224	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2369	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3523	NA	NA
coadread_dfci_2016	coadread_dfci_2016_4508	NA	NA
coadread_dfci_2016	coadread_dfci_2016_142275	NA	NA
coadread_dfci_2016	coadread_dfci_2016_316	NA	NA
coadread_dfci_2016	coadread_dfci_2016_106	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1160	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2430	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1226	NA	NA
coadread_dfci_2016	coadread_dfci_2016_164221	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1153	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3668	NA	NA
coadread_dfci_2016	coadread_dfci_2016_262114	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3191	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3546	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3680	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2991	NA	NA
coadread_dfci_2016	coadread_dfci_2016_640	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3053	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1247	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2969	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1156	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2265	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2271	NA	NA
coadread_dfci_2016	coadread_dfci_2016_4536	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2394	NA	NA
coadread_dfci_2016	coadread_dfci_2016_202	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3108	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1193	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2941	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2250	NA	NA
coadread_dfci_2016	coadread_dfci_2016_628	NA	NA
coadread_dfci_2016	coadread_dfci_2016_214901	NA	NA
coadread_dfci_2016	coadread_dfci_2016_426	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1157	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3304	NA	NA
coadread_dfci_2016	coadread_dfci_2016_444	NA	NA
coadread_dfci_2016	coadread_dfci_2016_112874	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3485	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2955	NA	NA
coadread_dfci_2016	coadread_dfci_2016_323	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3674	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2247	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2455	NA	NA
coadread_dfci_2016	coadread_dfci_2016_182584	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2621	NA	NA
coadread_dfci_2016	coadread_dfci_2016_277	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3092	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2769	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3479	NA	NA
coadread_dfci_2016	coadread_dfci_2016_405	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2767	NA	NA
coadread_dfci_2016	coadread_dfci_2016_496	NA	NA
coadread_dfci_2016	coadread_dfci_2016_504	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3294	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2967	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3265	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3232	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3725	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3011	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3045	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3323	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1743	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2364	NA	NA
coadread_dfci_2016	coadread_dfci_2016_160282	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3557	NA	NA
coadread_dfci_2016	coadread_dfci_2016_3234	NA	NA
coadread_dfci_2016	coadread_dfci_2016_615	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1262	NA	NA
coadread_dfci_2016	coadread_dfci_2016_1224	NA	NA
coadread_dfci_2016	coadread_dfci_2016_2284	NA	NA
