Type,url
Cell_lines,https://www.cbioportal.org/results/download?Action=Submit&RPPA_SCORE_THRESHOLD=2.0&Z_SCORE_THRESHOLD=2.0&cancer_study_list=ccle_broad_2019%2Ccellline_ccle_broad%2Ccellline_nci60&case_set_id=all&data_priority=0&gene_list=MYC%2520BASP1%2520PHB&geneset_list=%20&profileFilter=0&tab_index=tab_visualize
