STUDY_ID	SAMPLE_ID	MYC	BASP1
all_phase2_target_2018_pub	TARGET-10-PARKFN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARKFU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARKLK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARKLL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARKZX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLBP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLDF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLFI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLJA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLMI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLPA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLPB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLST-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLSU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLTU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLTX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMEG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMFF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMIH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMKK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMKM-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMMA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMMV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMRF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMSB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMUC-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMWH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMWZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARMYP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNAF-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNBN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNDB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNDY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNEH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNGI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNIZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNJB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNLW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNMV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNSP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNSW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARNXJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPDP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPET-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPFF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPGJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPGL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPGW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPHB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPIF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPPV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPUL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPXV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPYH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPYJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPZI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARPZR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRJV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRKG-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRKK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRMU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRPA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRSR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRVI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRVK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRYW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSET-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSGM-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSHV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSJG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSJH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSKH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSKV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSKY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSNX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSRI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSSV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSTB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARSUV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTAK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTAY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTBP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTEF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTGB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTGW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTID-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTIK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTJJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTLY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTPW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTSC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTWH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTZE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARTZJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUBN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUBU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUBX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUCI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUCT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUEU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUGV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUIT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUKK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUKW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARURK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUYE-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUYH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARUYU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVAK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVBL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVBY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVCG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVEI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVHY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVMR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARWDM-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARWID-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARWLP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARWMF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARWNW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARXHT-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARXLS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARXMV-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARXVS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARYGI-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASFHR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASFKA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASFLK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASGFH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASHDV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASHNK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASHUP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASHXL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASIIY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASILW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASINX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASJJR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASJLN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASJMK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASJYI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKAD-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKCL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKGG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKIC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKRN-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKSY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKTG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASKXN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASLAB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASLBB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASMHF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASMIC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASMNV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASNEH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASNTZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASPBU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASPDS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASPPN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASRCV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASRMM-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASSEF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASSHC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASSPP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASSRP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASSSR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASSZA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASTDU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASTHE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASTLP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASTPT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASTXU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASUGC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASUIN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASUSV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASVIN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASVPZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWFN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWNU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWSR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWXB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWXZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWZJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXIL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXLT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXLZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXMF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXSI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXUC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASXUU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASYAJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASYCN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASYHN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASYIS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASYSJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASYWF-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASZEW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASZIY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASZJW-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATALJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATAXS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATAYT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBDJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBDK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBGC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBNT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBRV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBTX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATBYK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCDM-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCDM-40	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCDZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCKV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCNI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCUK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATCZN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDBU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDDZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDFE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDGZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDKT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDLG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDMN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATDRC-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEAK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEFF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEHZ-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEIT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEMI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATENL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATENL-04	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEVL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATEYS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATFJD-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATFJP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATFRM-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATFVG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATFWF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATFYZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGBY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGKE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGLV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGMP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGVX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGWP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGXS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGYH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATGZA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATHBG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATHFE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATHGY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATHJF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATHRF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATHWV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATIBE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATIKN-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATITB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATITY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATJBC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATJLT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATJZK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATKGP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATKVD-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATKWU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATKYI-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLGU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLHH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLHS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLMA-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLNS-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLNZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLPN-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATLRZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATMAF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATMRE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATMTV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATMVH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATMXN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATMYZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATNAM-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATNIA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATPDA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATPGE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATPWF-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRAB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRGV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRHL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRNA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRUN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRXL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATSDS-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATSIL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATSIY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATSLH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATTHR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATVDA-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWHB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWIJ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWJU-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWNL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWXC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWYL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATWYZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATXAL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATXKW-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATXNK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATXNR-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATXSK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATYCH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATYJK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATYMP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATYWV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATZFF-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATZSL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATZVD-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATZWA-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATZYC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATZYR-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUACG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUAFN-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUAJA-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUAYB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUAZV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBCB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBCT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBLL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBPY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBRD-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBTC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUBXP-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUCDC-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAUCDY-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARYMD-04	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASGBD-40	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARLHD-04	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANFNZ-03	36.21	2.7215
all_phase2_target_2018_pub	TARGET-10-PANFNZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANKDT-03	45.9668	2.2092
all_phase2_target_2018_pub	TARGET-10-PANKDT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANJPG-09	39.5596	0.534
all_phase2_target_2018_pub	TARGET-10-PANJPG-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANKGK-09	28.6058	0.6808
all_phase2_target_2018_pub	TARGET-10-PANPJI-09	16.1603	0.8879
all_phase2_target_2018_pub	TARGET-10-PANRAL-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANRDC-03	16.4455	2.7388
all_phase2_target_2018_pub	TARGET-10-PANRWG-09	10.2611	7.2155
all_phase2_target_2018_pub	TARGET-10-PANUUF-09	13.2462	13.6363
all_phase2_target_2018_pub	TARGET-10-PANZXZ-03	15.3255	2.5971
all_phase2_target_2018_pub	TARGET-10-PANZXZ-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPBSE-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPIGX-09	17.013	0.925
all_phase2_target_2018_pub	TARGET-10-PAPIGX-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANWYK-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANWYK-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAMXHJ-09	34.9769	11.7702
all_phase2_target_2018_pub	TARGET-10-PANEUH-09	46.8958	0.4914
all_phase2_target_2018_pub	TARGET-10-PAPGNC-03	13.2865	1.0241
all_phase2_target_2018_pub	TARGET-10-PANXDB-03	12.2326	2.8409
all_phase2_target_2018_pub	TARGET-10-PANXDR-09	32.1826	2.1056
all_phase2_target_2018_pub	TARGET-10-PAPHGD-09	27.9289	0.49
all_phase2_target_2018_pub	TARGET-10-PANWHW-09	9.5658	0.6615
all_phase2_target_2018_pub	TARGET-10-PANWHW-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPGMV-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARVBS-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PATRIC-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASWUH-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPIKG-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPDNB-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPDNB-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPHWH-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANEPX-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANEPX-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARRAF-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASFTL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANEBL-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAPHRT-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANURW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PASIIK-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PARELH-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PAMXSP-09	6.1167	3.8732
all_phase2_target_2018_pub	TARGET-10-PANKRG-03	29.1925	3.0373
all_phase2_target_2018_pub	TARGET-10-PANRYM-09	30.131	2.9039
all_phase2_target_2018_pub	TARGET-10-PANSIA-09	78.6241	0.9047
all_phase2_target_2018_pub	TARGET-10-PANSXG-09	22.1518	4.7678
all_phase2_target_2018_pub	TARGET-10-PANSXG-03	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANWFL-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANWVW-09	51.4641	1.6463
all_phase2_target_2018_pub	TARGET-10-PANYEJ-09	17.1789	3.3806
all_phase2_target_2018_pub	TARGET-10-PAPBES-03	135.8526	2.1672
all_phase2_target_2018_pub	TARGET-10-PAPBFN-09	36.8396	0.7064
all_phase2_target_2018_pub	TARGET-10-PAPIJM-09	36.2626	2.0334
all_phase2_target_2018_pub	TARGET-10-PAKSWW-03	50.3628	0.2252
all_phase2_target_2018_pub	TARGET-10-PAKSWW-04	45.0984	171.0236
all_phase2_target_2018_pub	TARGET-10-PAKSWW-09	NA	NA
all_phase2_target_2018_pub	TARGET-10-PANKMB-09	10.725	0.8551
